"58",2002,"1",NA,NA,"2","1469","13","105","55",NA,"623",NA,"187","203",NA,NA,"18",NA,NA,"1","35",NA,"367","275","2",NA,NA,NA,"138",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,"17",NA,"1",NA,NA,"2",NA,"4493",NA,"1",NA,"50",NA,NA,NA,NA,"119",NA,NA,NA,"150","7",NA,NA,NA,"1",NA,"76",NA,"25","34","145","55",NA,"5",NA,NA,"31",NA,NA,NA,NA,"3","4",NA,"4581",NA,NA,"3",NA,NA,"25",NA,NA,"8",NA,NA,NA,NA,NA,"32","8",NA,"2",NA,NA,NA,NA,NA,"31",NA,"4",NA,NA,"1","50","11",NA,"59","551","1418",NA,NA,"4",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,"2432","3","4",NA,NA,"30","30",NA,NA,NA,"164","1","1",NA,"12","1","8","1",NA,"49","2",NA,NA,NA,NA,NA,NA,"13",NA,"18","1",NA,"26",NA,NA,"10",NA,NA,NA,NA,"30","2","463",NA,"57","151","8","20","511",NA,NA,NA,NA,"6","2","3",NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,"53",NA,NA,"3",NA,"2",NA,"71",NA,NA,NA,"2","32",NA,NA,NA,NA,NA,NA,NA,NA,"89","24",NA,"34",NA,"45",NA,NA,NA,NA,NA,NA,"3",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA
"59",2003,"3",NA,NA,"25","448","28","226","59","1","1470",NA,"157","80",NA,NA,"25",NA,NA,NA,"37",NA,"141","74","1",NA,NA,NA,"103",NA,NA,NA,NA,NA,NA,"17",NA,"1","9","1","15",NA,"1",NA,NA,NA,NA,"9298",NA,"5",NA,"86",NA,NA,NA,NA,"193",NA,NA,NA,"34","12",NA,NA,NA,"3",NA,NA,NA,"39","114","166","83",NA,"16",NA,NA,"30",NA,NA,NA,NA,"2","2",NA,"7723",NA,"1","6",NA,NA,"39","23",NA,"12",NA,NA,NA,NA,NA,"17","8",NA,NA,"3",NA,NA,NA,"90",NA,"4","3",NA,NA,"1","10",NA,NA,"320","474","1099",NA,NA,"14","1",NA,NA,NA,"85",NA,NA,NA,"1",NA,"1943",NA,"2",NA,NA,"34","35",NA,NA,NA,"220","3",NA,NA,"22",NA,"3",NA,"3","169","5",NA,NA,NA,NA,"3",NA,NA,NA,NA,"6",NA,"75",NA,NA,"35","1",NA,NA,NA,"43","1","341","3","20","196","1","3","826",NA,NA,"1",NA,"5","9",NA,NA,NA,NA,NA,NA,NA,"1",NA,"5",NA,NA,NA,"1",NA,"53",NA,NA,NA,NA,"6",NA,"29",NA,"2",NA,NA,"13",NA,NA,NA,NA,"1",NA,NA,NA,"72","2",NA,"2",NA,"21",NA,NA,NA,NA,NA,NA,"15",NA,NA,"11","1","1",NA,NA,NA,NA,NA
"60",2004,"1",NA,NA,"1","799","25","94","64",NA,"889",NA,"81","127",NA,NA,"33",NA,NA,NA,"36",NA,"125","205","1",NA,"100",NA,"108","460",NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,"2",NA,"3","230",NA,"8",NA,"6899",NA,"3",NA,"221",NA,NA,NA,NA,"201",NA,NA,NA,"188","21",NA,NA,NA,"2",NA,"231",NA,"13","56","116","64",NA,"3",NA,"1","48","15",NA,NA,NA,"3","86",NA,"3244",NA,NA,"1",NA,NA,"13","16",NA,"6",NA,NA,NA,NA,NA,"19","15",NA,NA,NA,NA,NA,NA,NA,"14","21","8",NA,"2",NA,"7","2",NA,"199","762","1277",NA,NA,"5",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,"1198",NA,"4","cw",NA,"44","74",NA,"63",NA,"151","21",NA,NA,"8",NA,"2","1","1","180","1",NA,NA,NA,NA,NA,NA,"3",NA,NA,"4",NA,"7",NA,NA,"26",NA,NA,NA,NA,"26","1","6734","1","27","121","23","6","640",NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,"60",NA,NA,"5",NA,"3",NA,"56",NA,NA,NA,NA,"75",NA,NA,NA,NA,NA,"5",NA,NA,"18","cw",NA,"36",NA,"115",NA,NA,NA,NA,NA,NA,"13",NA,NA,"3",NA,"2",NA,NA,NA,NA,NA
"61",2005,"1",NA,NA,"16","1304","35","295","68",NA,"1003",NA,"208","117",NA,NA,"28",NA,NA,NA,"23",NA,"156","105",NA,NA,NA,NA,"155",NA,NA,NA,NA,NA,"cw","25",NA,NA,"16",NA,NA,"29","3","4348",NA,NA,NA,"8201",NA,"2",NA,"101",NA,NA,NA,NA,"84","1",NA,NA,"17","4",NA,NA,NA,"2",NA,"299",NA,"33","198","158","129",NA,"24",NA,NA,"30","16",NA,NA,NA,NA,"221",NA,"2161",NA,NA,"2",NA,NA,"30","cw",NA,"8",NA,NA,NA,NA,NA,"20","15",NA,"2","1",NA,NA,NA,NA,"35",NA,"1",NA,NA,NA,NA,"3",NA,"944","852","1471",NA,NA,"3",NA,NA,NA,NA,"cw",NA,NA,NA,NA,NA,"707",NA,"cw",NA,NA,"15","83",NA,"59",NA,"203","2",NA,NA,"27","cw","5",NA,NA,"77","7","1",NA,NA,NA,"cw",NA,"30","1",NA,"3",NA,"3",NA,NA,"18",NA,NA,NA,NA,"30","2","1792",NA,"14","cw","5","3","565",NA,NA,NA,NA,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,"70",NA,NA,NA,NA,"2",NA,"15",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,"78","cw",NA,"10",NA,"202",NA,NA,NA,NA,NA,NA,"9",NA,NA,"2",NA,"cw",NA,"cw",NA,NA,NA
"62",2006,"2",NA,NA,"36","1713","15","139","90",NA,"1553",NA,"87","319",NA,NA,"35",NA,NA,NA,"35",NA,"109","152",NA,NA,NA,NA,"93",NA,NA,NA,NA,NA,NA,"cw",NA,NA,"1",NA,"2","36","1","1493",NA,"10",NA,"10343",NA,"10",NA,"104",NA,NA,NA,NA,"161",NA,NA,NA,"304","11",NA,NA,NA,"6",NA,"138",NA,"30","61","88","86",NA,"15",NA,NA,"28",NA,NA,NA,"cw","1","313",NA,"4034",NA,"1","1",NA,NA,"42","2",NA,"9",NA,NA,NA,NA,NA,"16","17",NA,NA,NA,NA,NA,NA,NA,"71",NA,"2",NA,"1",NA,"10","7",NA,"423","701","1320",NA,NA,"10",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,"2535","1","1",NA,NA,"35","58",NA,"35","1","151","1",NA,NA,"11","1","4",NA,NA,"126","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,"95",NA,"4","14",NA,NA,NA,NA,"45",NA,"1353","2","31","206","31","4","1217",NA,NA,NA,NA,"3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,"6",NA,"43",NA,NA,NA,NA,"4",NA,"33",NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,"7",NA,NA,"11","cw",NA,"4",NA,"61",NA,NA,NA,NA,NA,NA,"3",NA,NA,"10",NA,"1",NA,NA,NA,NA,NA
"63",2007,NA,NA,NA,"20","1239","27","248","55","cw","1782",NA,"211","211",NA,NA,"23",NA,NA,"cw","24",NA,"118","203",NA,NA,NA,NA,"163","654",NA,NA,NA,NA,NA,NA,NA,NA,"17","1","2",NA,"2","4788",NA,NA,NA,"5256",NA,"5","cw","36",NA,NA,NA,"8","63",NA,NA,NA,"211","33",NA,NA,NA,"2",NA,"308",NA,"19","104","130","98",NA,"9",NA,NA,"37",NA,NA,NA,NA,"4","792",NA,"8592","1",NA,"3",NA,NA,"16","3",NA,"5",NA,NA,NA,NA,NA,"13","9",NA,NA,NA,NA,NA,"1",NA,"64",NA,"7",NA,"1",NA,"2","3",NA,"628","736","990",NA,NA,"1",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"571",NA,"3",NA,NA,"164","21",NA,"26",NA,"132",NA,"1",NA,"8","1","8","1","1","501","6",NA,NA,NA,NA,NA,NA,"57",NA,NA,NA,"1","41",NA,NA,"101",NA,NA,NA,NA,"47","1","276","51","3","179","6","10","426","3",NA,NA,NA,"3","1",NA,"2",NA,NA,NA,"1",NA,NA,NA,"9",NA,NA,NA,"1",NA,"51",NA,NA,NA,NA,NA,NA,"73",NA,NA,NA,NA,"45","1",NA,NA,NA,NA,"9",NA,NA,"40","12",NA,"37",NA,"121",NA,"1",NA,NA,NA,NA,"5",NA,NA,"cw",NA,NA,NA,NA,NA,NA,NA
"64",2008,NA,NA,NA,"24","1019","25","138","58",NA,"1125",NA,"98","346",NA,NA,"28",NA,NA,"cw","14",NA,"109","194",NA,NA,NA,NA,"105",NA,NA,NA,NA,NA,NA,"200",NA,NA,"5",NA,"3","10",NA,"6352","120",NA,NA,"5619",NA,"7",NA,"32",NA,NA,NA,NA,"70","1",NA,NA,"53","40",NA,NA,NA,"2",NA,"184",NA,"21","61","177","84",NA,"16",NA,NA,"25",NA,NA,NA,NA,"2","583",NA,"2135",NA,NA,"1",NA,NA,"26","1",NA,"8",NA,NA,NA,NA,NA,"11","11",NA,NA,"1",NA,NA,NA,NA,"53",NA,"3",NA,"1",NA,"1","9",NA,"61","772","1523",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1012","1","1",NA,NA,"29","29",NA,"57",NA,"116","1","1",NA,"16",NA,"11","1","1","65","3",NA,NA,NA,NA,"1",NA,"360",NA,NA,"2",NA,"4",NA,NA,"5",NA,NA,NA,NA,"40","1","1361",NA,"3","2","22","1","271",NA,NA,"1",NA,"7",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"4",NA,"39",NA,NA,NA,NA,"2",NA,"71",NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,"2",NA,NA,"8","3",NA,"16",NA,"182",NA,"1",NA,"1",NA,"7","6",NA,NA,"7",NA,"1",NA,"1",NA,NA,NA
"65",2009,NA,NA,NA,"7","551","34","189","86","3","533",NA,"122","246",NA,NA,"22",NA,NA,NA,"29",NA,"159","268",NA,NA,NA,NA,"124",NA,NA,NA,NA,NA,NA,"1",NA,NA,"12",NA,NA,NA,NA,"1451",NA,NA,NA,"4943",NA,"9","1",NA,NA,NA,NA,NA,"87",NA,NA,"1","29","39",NA,NA,NA,"4",NA,"200",NA,"17","97","121","47",NA,"4",NA,NA,"51",NA,NA,NA,NA,"3","522",NA,"2232",NA,NA,"3",NA,NA,"13","5",NA,"7",NA,NA,NA,NA,"25","8","6",NA,NA,NA,NA,NA,NA,NA,"6",NA,"6",NA,"4",NA,"cw","5",NA,"142","390","788",NA,NA,"2","1",NA,NA,NA,"2",NA,NA,NA,NA,NA,"710","1","2",NA,NA,"104","110",NA,"25","cw","150",NA,"1",NA,"13",NA,"2","2","cw","50","9",NA,NA,NA,NA,"1",NA,"69",NA,NA,"2",NA,"4",NA,NA,"60",NA,NA,NA,NA,"66","2","1153","7","8","20","21",NA,"683",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"43",NA,NA,NA,NA,"2",NA,"47",NA,NA,NA,"cw","23",NA,NA,NA,NA,"1","24",NA,NA,"26","1",NA,"17",NA,"34",NA,"2","2",NA,NA,NA,"4",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA
"66",2010,NA,NA,NA,NA,"805","16","300","81",NA,"1346",NA,"36","317",NA,NA,"23",NA,NA,NA,"39",NA,"183","231",NA,NA,NA,NA,"134",NA,NA,NA,NA,NA,NA,"3",NA,NA,"20",NA,"15",NA,NA,"2909","1723",NA,NA,"5375",NA,"2","17","55","1",NA,NA,"89","145",NA,NA,NA,"2","28",NA,NA,NA,"3",NA,"147",NA,"16","72","112","133","1","1",NA,NA,"41","5",NA,NA,NA,NA,"1308",NA,"2054",NA,NA,"1",NA,NA,"32","1",NA,"8",NA,NA,NA,NA,"303","14","10",NA,"1","1",NA,NA,NA,NA,"9","2","7",NA,"2",NA,NA,"5",NA,"314","975","1934",NA,NA,"3",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,"893","2","1",NA,NA,"83","91",NA,"48","1","199","3","1",NA,"13",NA,"8",NA,"1","305","4",NA,NA,NA,NA,NA,NA,"51","1",NA,"3",NA,"45",NA,NA,"49",NA,NA,NA,NA,"68","1","748","2","19","142","34","2","748",NA,NA,"7",NA,"2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","1",NA,NA,"16",NA,"75",NA,NA,NA,NA,"8",NA,"112",NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,"15",NA,"1","15","8",NA,"19",NA,"110",NA,"4",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2011,"2",NA,NA,"7","1037","32","346","94",NA,"947",NA,"96","281",NA,NA,"29",NA,NA,NA,"49",NA,"182","325",NA,NA,NA,NA,"197",NA,NA,NA,NA,NA,NA,"16",NA,"1","6",NA,"1","8","1","3635","4360",NA,NA,"4843",NA,"7",NA,"14",NA,NA,NA,NA,"120","1",NA,NA,"35","33",NA,NA,NA,"6",NA,"247",NA,"22","55","115","128","4","1",NA,NA,"60",NA,NA,NA,NA,"4","854",NA,"1339",NA,NA,"6",NA,NA,"14",NA,NA,"8",NA,NA,NA,NA,"cw","5","14",NA,NA,"2",NA,NA,NA,NA,"27","4","3",NA,NA,NA,"cw","4",NA,"92","819","1641",NA,NA,"9",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,"549","1","5",NA,NA,"67","13",NA,"31","2","235","2","2",NA,"16",NA,"12","1",NA,"41","11",NA,NA,NA,NA,"2",NA,"34",NA,NA,"2",NA,"46","1",NA,"49",NA,NA,NA,NA,"68","1","2009","29","10","34","14","9","789",NA,NA,"3",NA,"2","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"6",NA,NA,NA,"6","1","78",NA,NA,NA,NA,"3",NA,"86",NA,NA,NA,NA,"40",NA,NA,NA,NA,NA,"21",NA,"2","39","17",NA,"25",NA,"38",NA,"2",NA,NA,NA,NA,"4",NA,NA,NA,"1",NA,NA,NA,"2",NA,NA
"68",2012,NA,"1",NA,"30","894","14","374","174",NA,"2385",NA,"217","203","1",NA,"27",NA,NA,NA,"35",NA,"243","359",NA,NA,NA,NA,"285","7",NA,NA,NA,NA,NA,"30",NA,NA,"20",NA,"4","cw",NA,"3413","5972",NA,NA,"6826",NA,"3",NA,"71",NA,NA,NA,NA,"168",NA,NA,NA,"21","27","158",NA,NA,"10",NA,"188",NA,"37","92","148","94","9","4",NA,NA,"57","38",NA,NA,NA,"3","3177",NA,"5207",NA,"1","1",NA,NA,"36","7",NA,"2",NA,"cw",NA,NA,"1","22","15",NA,NA,"3",NA,NA,NA,NA,"cw","7","5",NA,"3","3","2","16",NA,"405","1192","2462",NA,NA,"5",NA,NA,NA,NA,"112",NA,NA,NA,NA,"1","827","2","7",NA,NA,"70","107",NA,"146","1","206",NA,"1",NA,"22",NA,"9","cw","1","17","10",NA,NA,NA,NA,NA,NA,"63",NA,NA,"9",NA,"16",NA,NA,"21",NA,NA,NA,NA,"88","1","1663","1","3","112","10",NA,"883","3",NA,"2",NA,"7",NA,"1",NA,NA,NA,"cw",NA,NA,NA,NA,"9",NA,NA,NA,"8",NA,"75",NA,NA,"16",NA,"3",NA,"71",NA,"1",NA,NA,"42",NA,"3",NA,NA,NA,"16",NA,"1","34","23",NA,"26",NA,"144",NA,"6",NA,NA,NA,NA,"9",NA,NA,"1",NA,NA,NA,NA,"cw",NA,NA
"69",2013,NA,NA,NA,"cw","1005","11","248","102",NA,"596",NA,"115","168",NA,NA,"34",NA,NA,NA,"22",NA,"189","257",NA,NA,NA,NA,"139","3",NA,NA,NA,NA,NA,"20",NA,NA,"1","1","1","cw","6","4869","1173",NA,NA,"27410",NA,"2",NA,"16",NA,NA,NA,"2","103",NA,NA,NA,"13","49",NA,NA,NA,"9",NA,"280",NA,"14","75","111","82","1","2","1",NA,"44","103",NA,NA,"5",NA,"1935",NA,"1381","cw","3","3",NA,NA,"26",NA,NA,"8",NA,NA,NA,NA,NA,"12","24",NA,NA,"1","1",NA,NA,NA,"20","1","5",NA,"4",NA,NA,"5","1","23","405","1694",NA,NA,"4",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"855",NA,"4",NA,NA,"10","39",NA,"41","3","142","4",NA,NA,"25",NA,"9","1",NA,"19","4",NA,NA,NA,NA,"cw",NA,"22",NA,NA,"3",NA,"12",NA,NA,"10",NA,NA,NA,NA,"106","2","877","8",NA,"82","4","1","809",NA,NA,NA,NA,"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"3",NA,"80",NA,NA,NA,NA,"4",NA,"124",NA,"1",NA,NA,"63",NA,NA,NA,NA,NA,"32",NA,"1","11","11",NA,"22",NA,"85",NA,NA,NA,NA,NA,"2","5",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA
"70",2014,"2",NA,NA,"94","1612","23","215","118",NA,"1472",NA,"127","338",NA,NA,"33",NA,NA,NA,"23",NA,"272","247",NA,NA,NA,NA,"199",NA,NA,NA,NA,NA,NA,"36",NA,NA,"18",NA,"12","6",NA,"10128","360","1",NA,"12197",NA,"2","3","222",NA,"1",NA,NA,"158","1",NA,NA,"34","21",NA,NA,NA,"9",NA,"222",NA,"51","114","158","74","3",NA,NA,NA,"49","50",NA,NA,NA,"13","1469",NA,"4876","45",NA,"2",NA,NA,"15","13",NA,"12",NA,NA,NA,NA,NA,"13","43",NA,NA,"cw",NA,NA,NA,NA,"cw","28","14",NA,"1","1","4","30","1","193","688","1409",NA,NA,"5",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,"1680","4","5",NA,NA,"53","23",NA,"74","3","158","1","1",NA,"16",NA,"5",NA,NA,"86","4",NA,NA,NA,NA,"1",NA,"18",NA,NA,"3",NA,"57",NA,"cw","77",NA,NA,NA,NA,"129",NA,"2649","42","115","133","49","5","481",NA,NA,NA,NA,"9","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,"8",NA,NA,NA,"2",NA,"272",NA,NA,NA,NA,"3",NA,"97",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,"42",NA,"8","10","20",NA,"19",NA,"125",NA,"1",NA,NA,NA,"6","3",NA,NA,"3",NA,NA,NA,NA,NA,"1",NA
"71",2015,"1",NA,NA,"8","748","29","410","113",NA,"860",NA,"133","282",NA,NA,"21",NA,NA,NA,"32",NA,"221","252",NA,NA,NA,"2","383",NA,NA,"cw",NA,NA,NA,"20",NA,NA,"42",NA,"4","18","6","4063","293","40",NA,"7152",NA,"6","2","97",NA,NA,NA,NA,"121","4",NA,NA,"36","37","8",NA,NA,"10",NA,"343","5","14","160","128","104",NA,NA,NA,NA,"68","5",NA,NA,"4","4","1313",NA,"3659",NA,"4",NA,NA,NA,"32","25",NA,"5",NA,NA,NA,NA,NA,"10","21",NA,NA,NA,NA,NA,NA,NA,"5","13","12",NA,"1",NA,"7","10","1","382","587","1443",NA,NA,"17",NA,"1","2","1",NA,NA,NA,NA,"4",NA,"811","5","4",NA,NA,"100","7",NA,"89",NA,"191","2","cw",NA,"13",NA,"7","4","13","13","11",NA,NA,NA,NA,"4",NA,"2",NA,NA,"3",NA,"111",NA,NA,"49",NA,NA,NA,"1","95","2","1890","21","2","411","27","3","491",NA,NA,"cw",NA,"3","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,"cw",NA,"129",NA,NA,NA,"1","4",NA,"38",NA,NA,NA,"cw","49",NA,"2",NA,NA,NA,"58",NA,"2","71",NA,"17",NA,"41","259",NA,NA,NA,NA,NA,"2","13",NA,NA,"cw",NA,NA,NA,NA,"2","3","1"
"72",2016,NA,NA,NA,"14","803","42","157","65",NA,"2060",NA,"134","159",NA,NA,"37","1",NA,NA,"28",NA,"244","229",NA,NA,NA,NA,"211",NA,NA,"cw",NA,NA,NA,"38",NA,NA,"3",NA,NA,"60","3","8620","1896",NA,NA,"4433",NA,"4","cw","27","3",NA,NA,NA,"101",NA,NA,NA,"13","28",NA,NA,NA,"8",NA,"207","2","48","106","136","84",NA,"2",NA,NA,"50",NA,NA,NA,"1","4","1566",NA,"3463",NA,"1","1",NA,NA,"16","cw",NA,"6",NA,"1","1",NA,"1","11","20",NA,NA,"2",NA,NA,NA,NA,"22",NA,"4",NA,"1",NA,NA,"2",NA,"361","800","760",NA,NA,"6",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"530",NA,"2","cw",NA,"9","5",NA,"78","1","142","1",NA,NA,"18",NA,NA,"1",NA,"140","5",NA,"1",NA,NA,"1",NA,NA,NA,NA,"4",NA,"6",NA,NA,"11",NA,NA,NA,NA,"87",NA,"1089","16","4","7","36","2","524",NA,"1",NA,NA,"3","2",NA,"cw",NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,"112",NA,NA,NA,NA,"2",NA,"23",NA,NA,NA,NA,"37",NA,NA,NA,NA,NA,"25",NA,NA,"84",NA,"4",NA,"6","325",NA,NA,NA,NA,NA,"2","1",NA,NA,"1","1",NA,NA,"1",NA,NA,NA
"73",2017,NA,NA,NA,"427","871","13","249","67",NA,"984",NA,"161","165",NA,NA,"29","1",NA,"1","33",NA,"263","358",NA,NA,NA,NA,"206",NA,NA,NA,NA,NA,NA,"cw",NA,NA,"35",NA,"13","11",NA,"3747","7259","20",NA,"6615","1","5",NA,"135",NA,NA,NA,NA,"205","25",NA,"2","82","61",NA,NA,NA,"13",NA,"148","5","15","75","145","65",NA,NA,NA,NA,"57",NA,NA,NA,NA,"11","1106",NA,"2998","45",NA,"cw",NA,NA,"25","19",NA,"5",NA,"1",NA,NA,NA,"17","14",NA,"cw","1",NA,NA,NA,NA,"33","9","11","1","4",NA,"9","41",NA,"80","496","1022",NA,NA,"1",NA,NA,"1","1","204",NA,"1",NA,NA,NA,"820","6","1",NA,NA,"94","14",NA,"89","2","123",NA,"1",NA,"15",NA,"5","3",NA,"370","6",NA,NA,"1",NA,"3",NA,"1",NA,NA,"3",NA,"43",NA,"2","60",NA,NA,NA,NA,"113","4","2297","16","606","678","233",NA,"420",NA,NA,NA,NA,"3","cw",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"2",NA,"123",NA,NA,NA,NA,"1",NA,"50",NA,"2",NA,NA,"55",NA,NA,NA,NA,NA,"52",NA,"3","26",NA,"13",NA,"52","107",NA,NA,NA,NA,NA,"80","6",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
